2025-08-13 20:31:02,467 | INFO | database:92 | Database initialized successfully
2025-08-13 20:31:36,391 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "POST /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/editMessageText?text=%0A%F0%9F%8E%AE+%D8%A8%D8%A7%D8%B2%DB%8C+%D8%A8%D8%A7+%D9%85%D9%88%D9%81%D9%82%DB%8C%D8%AA+%D8%A7%DB%8C%D8%AC%D8%A7%D8%AF+%D8%B4%D8%AF%21%0A%0A%F0%9F%8F%B7%EF%B8%8F+%DA%A9%D8%AF+%D8%A8%D8%A7%D8%B2%DB%8C%3A+%3Ccode%3E5IUKBQMJ%3C%2Fcode%3E%0A%F0%9F%8E%AF+%D9%86%D9%88%D8%B9%3A+%F0%9F%8E%AF+%DA%A9%D9%84%D8%A7%D8%B3%DB%8C%DA%A9%0A%0A%D8%A8%D8%B1%D8%A7%DB%8C+%D8%B4%D8%B1%D9%88%D8%B9+%D8%A8%D8%A7%D8%B2%DB%8C+%D8%B1%D9%88%DB%8C+%D8%AF%DA%A9%D9%85%D9%87+%D8%B2%DB%8C%D8%B1+%DA%A9%D9%84%DB%8C%DA%A9+%DA%A9%D9%86+%D9%88+%DA%86%D8%AA+%D9%85%D9%88%D8%B1%D8%AF+%D9%86%D8%B8%D8%B1%D8%AA+%D8%B1%D9%88+%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8+%DA%A9%D9%86+%F0%9F%91%87%0A&chat_id=538348362&message_id=1338&parse_mode=HTML&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cud83d%5Cude80+%5Cu0634%5Cu0631%5Cu0648%5Cu0639+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu062f%5Cu0631+%5Cu0686%5Cu062a%22%2C+%22switch_inline_query%22%3A+%22game_5IUKBQMJ%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cud83d%5Cudd19+%5Cu0628%5Cu0631%5Cu06af%5Cu0634%5Cu062a%22%2C+%22callback_data%22%3A+%22back_to_main%22%7D%5D%5D%7D HTTP/1.1" 200 1225
2025-08-13 20:31:45,440 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334565&timeout=20 HTTP/1.1" 200 230
2025-08-13 20:31:45,441 | DEBUG | connectionpool:241 | Starting new HTTP connection (1): 172.245.81.156:3000
2025-08-13 20:31:45,782 | DEBUG | connectionpool:544 | http://172.245.81.156:3000 "GET /api/channel HTTP/1.1" 200 None
2025-08-13 20:31:45,949 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40thisistestbynotfound&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:31:46,142 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40testbynf&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:31:46,326 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "POST /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/answerInlineQuery?inline_query_id=2312188611655883143&results=%5B%7B%22type%22%3A+%22article%22%2C+%22id%22%3A+%22game_5IUKBQMJ%22%2C+%22title%22%3A+%22%5Cud83c%5Cudfae+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cud83c%5Cudfaf+%5Cu06a9%5Cu0644%5Cu0627%5Cu0633%5Cu06cc%5Cu06a9%22%2C+%22input_message_content%22%3A+%7B%22message_text%22%3A+%22%5Cn%5Cud83c%5Cudfae+%3Cb%3E%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu062d%5Cu0642%5Cu06cc%5Cu0642%5Cu062a+%5Cu06cc%5Cu0627+%5Cu0634%5Cu062c%5Cu0627%5Cu0639%5Cu062a%3C%2Fb%3E%5Cn%5Cn%5Cud83c%5Cudff7%5Cufe0f+%5Cu06a9%5Cu062f+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc%3A+%3Ccode%3E5IUKBQMJ%3C%2Fcode%3E%5Cn%5Cud83c%5Cudfaf+%5Cu0646%5Cu0648%5Cu0639%3A+%5Cud83c%5Cudfaf+%5Cu06a9%5Cu0644%5Cu0627%5Cu0633%5Cu06cc%5Cu06a9%5Cn%5Cud83d%5Cudc65+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc%5Cu06a9%5Cu0646%5Cu0627%5Cu0646+%280+%5Cu0646%5Cu0641%5Cu0631%29%3A%5Cn%5Cn%5Cn%5Cn%5Cu0628%5Cu0631%5Cu0627%5Cu06cc+%5Cu067e%5Cu06cc%5Cu0648%5Cu0633%5Cu062a%5Cu0646+%5Cu06a9%5Cu0644%5Cu06cc%5Cu06a9+%5Cu06a9%5Cu0646%21+%5Cud83d%5Cudc47%5Cn%22%7D%2C+%22reply_markup%22%3A+%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cud83c%5Cudfae+%5Cu067e%5Cu06cc%5Cu0648%5Cu0633%5Cu062a%5Cu0646+%5Cu0628%5Cu0647+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%280+%5Cu0646%5Cu0641%5Cu0631%29%22%2C+%22callback_data%22%3A+%22join_5IUKBQMJ%22%7D%5D%5D%7D%2C+%22description%22%3A+%22%5Cu0628%5Cu0627%5Cu0632%5Cu06cc%5Cu06a9%5Cu0646%5Cu0627%5Cu0646%3A+0+%5Cu0646%5Cu0641%5Cu0631+%7C+%5Cu0628%5Cu0631%5Cu0627%5Cu06cc+%5Cu067e%5Cu06cc%5Cu0648%5Cu0633%5Cu062a%5Cu0646+%5Cu06a9%5Cu0644%5Cu06cc%5Cu06a9+%5Cu06a9%5Cu0646%21%22%7D%5D&cache_time=1 HTTP/1.1" 200 25
2025-08-13 20:31:52,528 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334566&timeout=20 HTTP/1.1" 200 435
2025-08-13 20:31:52,530 | DEBUG | connectionpool:241 | Starting new HTTP connection (1): 172.245.81.156:3000
2025-08-13 20:31:52,889 | DEBUG | connectionpool:544 | http://172.245.81.156:3000 "GET /api/channel HTTP/1.1" 200 None
2025-08-13 20:31:53,052 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40thisistestbynotfound&user_id=6602283244 HTTP/1.1" 200 272
2025-08-13 20:31:53,190 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40testbynf&user_id=6602283244 HTTP/1.1" 200 272
2025-08-13 20:31:53,443 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "POST /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/editMessageText?text=%0A%F0%9F%8E%AE+%3Cb%3E%D8%A8%D8%A7%D8%B2%DB%8C+%D8%AD%D9%82%DB%8C%D9%82%D8%AA+%DB%8C%D8%A7+%D8%B4%D8%AC%D8%A7%D8%B9%D8%AA%3C%2Fb%3E%0A%0A%F0%9F%8F%B7%EF%B8%8F+%DA%A9%D8%AF+%D8%A8%D8%A7%D8%B2%DB%8C%3A+%3Ccode%3E5IUKBQMJ%3C%2Fcode%3E%0A%F0%9F%8E%AF+%D9%86%D9%88%D8%B9%3A+%F0%9F%8E%AF+%DA%A9%D9%84%D8%A7%D8%B3%DB%8C%DA%A9%0A%F0%9F%91%A5+%D8%A8%D8%A7%D8%B2%DB%8C%DA%A9%D9%86%D8%A7%D9%86+%281+%D9%86%D9%81%D8%B1%29%3A%0A%0A%E2%80%A2+.%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C+%D9%87%DB%8C%D8%A6%D8%AA+%D8%A7%D9%86%D8%AC%D9%85%D9%86+%D9%87%D8%A7%DB%8C+%D9%88%D8%B1%D8%B2%D8%B4%DB%8C%0A%0A%E2%9A%A0%EF%B8%8F+%D8%AD%D8%AF%D8%A7%D9%82%D9%84+2+%D9%86%D9%81%D8%B1+%D8%A8%D8%B1%D8%A7%DB%8C+%D8%B4%D8%B1%D9%88%D8%B9+%D9%84%D8%A7%D8%B2%D9%85+%D8%A7%D8%B3%D8%AA%0A&inline_message_id=BAAAABTVBgBKixYgzxgLpf3K-3o&parse_mode=HTML&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cud83c%5Cudfae+%5Cu067e%5Cu06cc%5Cu0648%5Cu0633%5Cu062a%5Cu0646+%5Cu0628%5Cu0647+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%281+%5Cu0646%5Cu0641%5Cu0631%29%22%2C+%22callback_data%22%3A+%22join_5IUKBQMJ%22%7D%5D%5D%7D HTTP/1.1" 200 25
2025-08-13 20:31:53,627 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "POST /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/answerCallbackQuery?callback_query_id=686474504324746991&text=%E2%9C%85+%D8%A8%D8%A7+%D9%85%D9%88%D9%81%D9%82%DB%8C%D8%AA+%D8%A8%D9%87+%D8%A8%D8%A7%D8%B2%DB%8C+%D9%BE%DB%8C%D9%88%D8%B3%D8%AA%DB%8C%D8%AF%21 HTTP/1.1" 200 25
2025-08-13 20:31:58,440 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334567&timeout=20 HTTP/1.1" 200 285
2025-08-13 20:31:58,441 | DEBUG | connectionpool:241 | Starting new HTTP connection (1): 172.245.81.156:3000
2025-08-13 20:31:58,763 | DEBUG | connectionpool:544 | http://172.245.81.156:3000 "GET /api/channel HTTP/1.1" 200 None
2025-08-13 20:31:58,902 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40thisistestbynotfound&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:31:59,044 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40testbynf&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:31:59,249 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "POST /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/answerCallbackQuery?callback_query_id=2312188609531180113&text=%E2%9C%85+%D8%B4%D9%85%D8%A7+%D9%82%D8%A8%D9%84%D8%A7%D9%8B+%D8%A8%D9%87+%D8%A7%DB%8C%D9%86+%D8%A8%D8%A7%D8%B2%DB%8C+%D9%BE%DB%8C%D9%88%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C%D8%AF%21 HTTP/1.1" 200 25
2025-08-13 20:32:10,061 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334568&timeout=20 HTTP/1.1" 200 435
2025-08-13 20:32:10,062 | DEBUG | connectionpool:241 | Starting new HTTP connection (1): 172.245.81.156:3000
2025-08-13 20:32:10,441 | DEBUG | connectionpool:544 | http://172.245.81.156:3000 "GET /api/channel HTTP/1.1" 200 None
2025-08-13 20:32:10,582 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40thisistestbynotfound&user_id=6602283244 HTTP/1.1" 200 272
2025-08-13 20:32:10,726 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40testbynf&user_id=6602283244 HTTP/1.1" 200 272
2025-08-13 20:32:10,940 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "POST /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/answerCallbackQuery?callback_query_id=686474504634721457&text=%E2%9C%85+%D8%B4%D9%85%D8%A7+%D9%82%D8%A8%D9%84%D8%A7%D9%8B+%D8%A8%D9%87+%D8%A7%DB%8C%D9%86+%D8%A8%D8%A7%D8%B2%DB%8C+%D9%BE%DB%8C%D9%88%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C%D8%AF%21 HTTP/1.1" 200 25
2025-08-13 20:32:31,206 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334569&timeout=20 HTTP/1.1" 200 23
2025-08-13 20:32:52,383 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334569&timeout=20 HTTP/1.1" 200 23
2025-08-13 20:33:09,575 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334569&timeout=20 HTTP/1.1" 200 285
2025-08-13 20:33:09,576 | DEBUG | connectionpool:241 | Starting new HTTP connection (1): 172.245.81.156:3000
2025-08-13 20:33:09,911 | DEBUG | connectionpool:544 | http://172.245.81.156:3000 "GET /api/channel HTTP/1.1" 200 None
2025-08-13 20:33:10,042 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40thisistestbynotfound&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:33:10,164 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40testbynf&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:33:10,341 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "POST /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/answerCallbackQuery?callback_query_id=2312188611623606933&text=%E2%9C%85+%D8%B4%D9%85%D8%A7+%D9%82%D8%A8%D9%84%D8%A7%D9%8B+%D8%A8%D9%87+%D8%A7%DB%8C%D9%86+%D8%A8%D8%A7%D8%B2%DB%8C+%D9%BE%DB%8C%D9%88%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C%D8%AF%21 HTTP/1.1" 200 25
2025-08-13 20:33:10,740 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334570&timeout=20 HTTP/1.1" 200 217
2025-08-13 20:33:10,741 | DEBUG | connectionpool:241 | Starting new HTTP connection (1): 172.245.81.156:3000
2025-08-13 20:33:11,204 | DEBUG | connectionpool:544 | http://172.245.81.156:3000 "GET /api/channel HTTP/1.1" 200 None
2025-08-13 20:33:11,345 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40thisistestbynotfound&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:33:11,540 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40testbynf&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:33:11,726 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "POST /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/answerInlineQuery?inline_query_id=2312188611378260983&results=%5B%7B%22type%22%3A+%22article%22%2C+%22id%22%3A+%22create_classic%22%2C+%22title%22%3A+%22%5Cud83c%5Cudfaf+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu06a9%5Cu0644%5Cu0627%5Cu0633%5Cu06cc%5Cu06a9%22%2C+%22input_message_content%22%3A+%7B%22message_text%22%3A+%22%5Cud83c%5Cudfaf+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu06a9%5Cu0644%5Cu0627%5Cu0633%5Cu06cc%5Cu06a9+-+%5Cu0633%5Cu0624%5Cu0627%5Cu0644%5Cu0627%5Cu062a+%5Cu0645%5Cu0639%5Cu0645%5Cu0648%5Cu0644%5Cu06cc+%5Cu0648+%5Cu0633%5Cu0631%5Cu06af%5Cu0631%5Cu0645%5Cu200c%5Cu06a9%5Cu0646%5Cu0646%5Cu062f%5Cu0647%5Cn%5Cn%5Cu0628%5Cu0631%5Cu0627%5Cu06cc+%5Cu0627%5Cu06cc%5Cu062c%5Cu0627%5Cu062f+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu06a9%5Cu0644%5Cu06cc%5Cu06a9+%5Cu06a9%5Cu0646%5Cu06cc%5Cu062f%3A%22%7D%2C+%22reply_markup%22%3A+%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cud83c%5Cudfae+%5Cu0627%5Cu06cc%5Cu062c%5Cu0627%5Cu062f+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu06a9%5Cu0644%5Cu0627%5Cu0633%5Cu06cc%5Cu06a9%22%2C+%22callback_data%22%3A+%22mode_classic%22%7D%5D%5D%7D%2C+%22description%22%3A+%22%5Cu0633%5Cu0624%5Cu0627%5Cu0644%5Cu0627%5Cu062a+%5Cu0645%5Cu0639%5Cu0645%5Cu0648%5Cu0644%5Cu06cc+%5Cu0648+%5Cu0633%5Cu0631%5Cu06af%5Cu0631%5Cu0645%5Cu200c%5Cu06a9%5Cu0646%5Cu0646%5Cu062f%5Cu0647%22%7D%2C%7B%22type%22%3A+%22article%22%2C+%22id%22%3A+%22create_challenge%22%2C+%22title%22%3A+%22%5Cud83d%5Cudd25+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu0686%5Cu0627%5Cu0644%5Cu0634%5Cu06cc%22%2C+%22input_message_content%22%3A+%7B%22message_text%22%3A+%22%5Cud83d%5Cudd25+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu0686%5Cu0627%5Cu0644%5Cu0634%5Cu06cc+-+%5Cu0633%5Cu0624%5Cu0627%5Cu0644%5Cu0627%5Cu062a+%5Cu0633%5Cu062e%5Cu062a%5Cu200c%5Cu062a%5Cu0631+%5Cu0648+%5Cu0647%5Cu06cc%5Cu062c%5Cu0627%5Cu0646%5Cu200c%5Cu0627%5Cu0646%5Cu06af%5Cu06cc%5Cu0632%5Cu062a%5Cu0631%5Cn%5Cn%5Cu0628%5Cu0631%5Cu0627%5Cu06cc+%5Cu0627%5Cu06cc%5Cu062c%5Cu0627%5Cu062f+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu06a9%5Cu0644%5Cu06cc%5Cu06a9+%5Cu06a9%5Cu0646%5Cu06cc%5Cu062f%3A%22%7D%2C+%22reply_markup%22%3A+%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cud83c%5Cudfae+%5Cu0627%5Cu06cc%5Cu062c%5Cu0627%5Cu062f+%5Cu0628%5Cu0627%5Cu0632%5Cu06cc+%5Cu0686%5Cu0627%5Cu0644%5Cu0634%5Cu06cc%22%2C+%22callback_data%22%3A+%22mode_challenge%22%7D%5D%5D%7D%2C+%22description%22%3A+%22%5Cu0633%5Cu0624%5Cu0627%5Cu0644%5Cu0627%5Cu062a+%5Cu0633%5Cu062e%5Cu062a%5Cu200c%5Cu062a%5Cu0631+%5Cu0648+%5Cu0647%5Cu06cc%5Cu062c%5Cu0627%5Cu0646%5Cu200c%5Cu0627%5Cu0646%5Cu06af%5Cu06cc%5Cu0632%5Cu062a%5Cu0631%22%7D%5D&cache_time=1 HTTP/1.1" 200 25
2025-08-13 20:33:25,168 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getUpdates?offset=812334571&timeout=20 HTTP/1.1" 200 284
2025-08-13 20:33:25,169 | DEBUG | connectionpool:241 | Starting new HTTP connection (1): 172.245.81.156:3000
2025-08-13 20:33:25,542 | DEBUG | connectionpool:544 | http://172.245.81.156:3000 "GET /api/channel HTTP/1.1" 200 None
2025-08-13 20:33:25,704 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40thisistestbynotfound&user_id=538348362 HTTP/1.1" 200 121
2025-08-13 20:33:25,852 | DEBUG | connectionpool:544 | https://api.telegram.org:443 "GET /bot7316154018:AAGBmMBIn7fszYdQQhEsOPxDasrYxWZGj8M/getChatMember?chat_id=%40testbynf&user_id=538348362 HTTP/1.1" 200 121
